Unnamed: 0,label,text,label_num
446,ham,"Subject: bpa rate case - seasonal rates
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary hain / hou / ect on 03 / 14 / 2000 08 : 48 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital minnesota power
and light co . , opinion no . 12 , issued april 14 , 1978 , mimeo at 24 - 5 .
[ 65 , 229 ]
in both cases , the commission rejected rate design features where there was
no evidence in the record showing that the rate design features reflected
cost incurrence , id . in its order setting this proceeding for hearing , the
commission took note of edison ' s proposed seasonal differential and
specifically directed that the parties fully address the issues related to
the cost support for the seasonal rate design , commission order issued march
30 , 1979 , mimeo at 4 - 5 . on october 9 , 1980 , the parties were directed by the
presiding judge to identify in their initial briefs the portions of the
record that relate to cost support for the seasonal differential .
the requirement that edison provide cost support for its seasonal
differential , as discussed supra , is also set forth in the commission ' s
filing requirements for rate schedules : if the rate design is intended to
reflect costs , the applicant must show how it reflects costs ; if the rate
design is not intended to reflect costs , the applicant must justify the
departure from costbased rates , 18 cfr o 35 . 13 ( b ) ( 4 ) ( iii ) statement p .
edison ' s seasonal differential is intended to lessen the costs imposed upon
it by its prominent summer peak . edison reasons that , since it must build
capacity to meet its prominent summer peak , charging more in the summer would
give customers an incentive to control their summer demands and , therefore ,
edison ' s cost of adding capacity would be reduced ( tr . 169 ) . accordingly ,
edison must show how its seasonal differential reflects the costs imposed on
it by summer demand , under the commission ' s filing requirements in 18 cfr o 35 .
13 ( b ) ( 4 ) ( iii ) statement p . further , even purpa section 111 ( d ) ( 4 ) relied upon
by edison states that rates "" shall be on a seasonal basis which reflects the
costs of providing service to such class of consumers at different seasons of
the year to the extent that such costs vary seasonally for such utility . ""
( emphasis added . )
further , support for relying on marginal rather than average costs comes from
the commission itself . in its order of march 30 , 1979 setting this cause for
hearing , mimeo at 4 , 5 , the commission , in commenting on time of day and
seasonal rates , mentioned that it encourage innovative rate design to match
more closely rates to costs . in this regard , the commission cited its order
no . 537 , supra at 4 , which specifically suggests use of pricing mechanisms
based on marginal cost principles
[ 65 , 236 ]
for jurisdictional wholesale sales . under the circumstances in this case ,
where the sale of economy energy is related to edison ' s costs in adding or
eliminating additional excess capacity , it is appropriate to establish the
price for economy transactions on marginal costs . this provides a more close
matching of the rate to the cost than would a rate design based on average
costs . accordingly , winnetka ' s position on pricing of economy energy will not
be adopted .
affirmed and reversed - see next paragraph
comm - opinion - order , 23 ferc ? 61 , 219 , commonwealth edison company , docket nos .
er 79 - 182 - 000 and er 80 - 106 - 000 , ( may 12 , 1983 )
turning to commonwealth ' s exceptions , we find that the judge correctly
rejected the seasonal differential . even if we accept the company ' s
interpretation of purpa , it still has not cited any record evidence
whatsoever of a difference in costs between summer and nonsummer months .
without at least some showing of a cost difference , it is impossible to make
a judgment on the reasonableness of the company ' s 15 . 25 % proposal . we
therefore uphold the judge on this point .
we reverse the judge ' s adoption of a price set at 110 % of the utility ' s
incremental costs , however , and approve the type - b split - savings method
proposed by commonwealth . under this method , economy transactions are
arranged for a 12 - hour or similar period at a fixed price based on cost
estimates at the time of the agreement . if the utility ' s incremental costs
rise to the point that continued supply would become burdensome , the utility
may terminate supply . we find this method superior to that proposed by staff
in that implementation is greatly simplified . cost determinations need not be
made as frequently .
related to pmas
reg - preamble , fercsr ? 36 , 710 , procedures for public participation in power
and transmission rate adjustments and extensions , december 31 , 1980 , 10 cfr
903 , 45 fr 86976
[ 36 , 741 ]
historically , many purpa - type standards have been used in designing wholesale
rates for the sale of federal hydroelectric power . pmas analyze costs to
establish revenue requirements and consider this information in designing
rates . declining block rates for energy were once used by the pmas but
subsequently were found inappropriate and eliminated from rate schedules .
many of the pmas for years have been effectively using various forms of load
management measures in their rate schedules , such as scheduling limitations ,
loadshaping , capacity and energy overrun charges , etc . bpa has had a history
of using seasonal rates for wholesale firm capacity and energy and also
offered its direct service industrial customers interruptible rates some time
ago . southwestern has had interruptible capacity rates in effect since 1957 .
these examples demonstrate the willingness of the pmas to implement
purpa - type standards where applicable .
many of these purpa - type standards , when applied appropriately in the design
of pma rates , can serve to implement the purposes of purpa by encouraging
conservation of energy , efficient use of resources and facilities , and
equitable rates . the public participation process will provide an opportunity
to examine these and other appropriate concepts .
the pmas will continue to review and revise their power marketing practices
on a system - by - system basis to serve the purpa objectives . the assistant
secretary for resource applications , working with the administrators of the
power administrations , and after receiving public comment , will consider the
adoption of rate design guidelines , similar in form to the guidelines in ra
6120 . 2 on financial accounting and ratemaking , which will reflect the
experience gained by the pmas in their system - by - system approach to rate
design .
related to purpa
fed - law , fercsr ? 5021 , purpa , sec . 111 . consideration and determination
respecting certain ratemaking standards .
( 4 ) seasonal rates . - - the rates charged by an electric utility for providing
electric service to each class of electric consumers shall be on a seasonal
basis which reflects the costs of providing service to such class of
consumers at different seasons of the year to the extent that such costs vary
seasonally for such utility .
fed - reg - notice , fercsr ? 37 , 503 , doe responsibilities under title i of purpa
( 4 ) seasonal rates shall be established where costs vary by season ;
prop - reg - preamble , fercsr 1988 - 1998 ? 32 , 457 , administrative determination of
full avoided costs , sales of power to qualifying facilities , and
inter - connection facilities , march 16 , 1988 , docket no . rm 88 - 6 - 000 , 53 fr
9331 , 55 fr 31882
pricing flexibility may take several different forms . for instance , a
contract could provide qfs with a price floor applicable to all the power
supplied to the utility , but still provide for higher variable unit prices
reflecting daily or seasonal periods . the price floor would provide the
revenue stream necessary for the qf to secure financial support while
[ 32 , 174 ]
the price variability would induce the qf to maximize deliveries in peak - load
periods when the utility values additional supplies most . of course , the
price floor should not exceed the minimum value of the utility ' s avoided
cost . similarly , a contract could provide for a two part price - - a fixed
payment for capacity and an energy price for power delivered . the qf would be
assured a minimum revenue stream based on the value of its capacity . the
variable energy component would allow the utility to dispatch the qf capacity
only when it was economic . whatever the pattern of contract payments , rates
for purchases from qfs should always reflect how well the characteristics of
the suppliers ' power match the purchasing utility ' s need . this will ensure
that the qf will make most production decisions on the basis of rates
reflecting avoided costs ( rather than the guaranteed average rate ) and , at
the same time , will receive revenues sufficient to attract investors .
to avoid problems such as those associated with take - or - pay contracts in the
natural gas industry , the commission wishes to stress the danger of including
forecasted fuel costs in the fixed rate structure of long - term contracts ,
especially in combination with the specification of minimum purchase
quantities . the commission also encourages the use of time - of - day and
seasonal rates in flexible pricing structures for long - term contracts .
reg - preamble , fercsr 1977 - 1981 ? 30 , 128 , small power production and
cogeneration facilities ; regulations implementing section 210 of the public
utility regulatory policies act of 1978 , order no . 69 , february 25 , 1980 ,
docket no . rm 79 - 55 , 18 cfr 292 , 45 fr 12214 , 45 fr . . .
rather than specifying that exact time - of - day or seasonal rates for purchases
are required , however , the commission believes that the selection of a
methodology is best left to the state regulatory authorities and nonregulated
electric utilities charged with the implementation of these provisions .",0
5142,spam,"Subject: hi , great news ciais viagrra
hello , dnd iess on yos ? o you want to speur meddication
just vislt uspharmahop and sto 70 ccy - by - mail save up %
vallallls vlagother medicatiuum clrra and manyons
trpointed ! y us and you will not be disap",1
351,ham,"Subject: monthly charges for analysts on your rc report
i wanted to let all of you know how you will be charged for analysts if you
currently have or will have one in your rc for the year 2000 . the analyst
program is being handled differently than it was in 1999 . in addition to the
normal salary , benefits and payroll taxes , you will also be charged an
overhead administration fee for the program . you will be charged the
following monthly amounts for each analyst in the detail class code that i
have indicated below :
detail class description amount
1 salaries and wages $ 4 , 000
552 benefits 774
557 payroll taxes 360
820 corporate services 1 , 266
total monthly cost $ 6 , 400
the $ 4000 amount represents an average of all analyst salaries and does not
indicate what the analyst in your rc is paid . this amount will not change in
february as the $ 4000 already includes merit raise information for 2000 .
the $ 1266 represents the overhead costs of administering the program ,
including campus recruiting and office visits .
when you look at your rc report , you will see a line item labeled "" a and a
reclass "" in each of the detail classes identified above . enron north america
is invoiced by corp . for the costs of all analysts . financial operations
makes a manual journal entry each month to charge the appropriate rc . please
check your january 2000 rc report and make sure you were properly charged for
the correct number of analysts you have currently . if there are any errors ,
please let me know as soon as possible so that i can work with brian heinrich
to have it corrected in february . please continue to check your rc report
each month going forward . thanks .
if you have any questions , please call me .
lisa cousino
x 3 - 6343",0
4871,spam,"Subject: mexican pharmacy eg
would you like cheap perscriptions ? http : / / www . jefh . com /
",1
33,ham,"Subject: hl & p
daren . sorry i forgot to include you
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 33
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kimberly vaughn
12 / 21 / 99 02 : 01 pm
to : janet h wallis / hou / ect @ ect
cc : howard b camp / hou / ect @ ect
subject : hl & p
janet . i am back from vacation . i have updated the hl & p flow mtd . jill
told me that on the 18 th , 19 th and 20 th the san jac . nom should be 29 , 209 .
is this correct ? we ' ll need to change sitara . i have had scada problems at
meter 1401 . gas control has given me a verbal from the 14 th on . i will
monitor scada and adjust as necessary . let me know if there is anything else
that i can do . thanks .",0
4750,spam,"Subject: feel too old
go on , click and help your father ' s pain go away
http : / / online - internetstore . com
v * 1 * @ * g * r * a vlcod 1 n c * 1 * a * l * 1 * s !
http : / / online - internetstore . com
your paypal account
carlene murdock
",1
1618,ham,"Subject: enrononline launch monday 18 th .
we are pleased to announce that as of monday , sept . 18 , the new version of
enrononline will be launched to all our customers .
when our customers log in on this day , they will be given the option to
upgrade to the new version . they can choose to immediately upgrade , or to
upgrade at a later time .
if the customers choose to upgrade , they will be taken through the same steps
as when you upgraded . if the customers choose not to upgrade , they will
receive a version of enrononline which is the same as the "" old "" version , but
the colors will be blue , instead of black .
customers who choose not to immediately upgrade can can do so at a later time
by pressing the "" upgrade to version 2 "" button in the top left corner of their
screen .
some customers may have browser or firewall restrictions which could cause
difficulties in upgrading to the new version of enrononline . we have
enrononline help desk and it troubleshooters standing by to help anyone in
this situation . for assistance , please direct calls to :
north america 713 853 4357
europe + 44 20 7783 7783
australia / asia + 61 2 9229 2300
enrononline marketing personnel will be calling customers to help guide them
through the new features , but it would be appreciated if you could also point
out some of the new features when you are talking to your customers .
as of monday , all internal users should also use the usual
www . enrononline . com to get to the new version .
thank you for your assistance in making enrononline a success .
dave",0
5169,spam,"Subject: hot jobs
global marketing specialties po box 300 east amherst , ny 14051 this e - mail message is an advertisement and / or solicitation .
",1
795,ham,"Subject: final - name change / mergers spreadsheet 5 / 00
for the name changes the legal names and erms sn have been updated on gcp .
i did receive the kinder morgan , inc . merger document so was able to take
care of that this time around . note in particular my comments regarding the
kinder morgan and enichem americas , inc . merger and name changes . call if
there are questions .",0
3573,ham,"Subject: hplc / tglo deals
darren :
i have a request from jim coffey that i hope you can help me with . he wants to know the cost of supplying the gas to the glo . i can follow the ena deals in path manager , but i am having a hard time with the hplc deals . it looks like we were using gas from the 215 contract . i can ' t tell , though , how the gas got to the 215 . can you tell me where we got the supply for hplc to sell and at what price ? i need to know for jan through may . the glo deal numbers are below , if you need them .
megan
jan 01 547201
feb 01 591307
mar 01 640685
apr 01 692167
may 01 755787",0
902,ham,"Subject: wc 534 revision effective 6 / 7 / 00 ( stingray p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 06 / 2000
10 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 06 / 2000 10 : 16 : 58 am
to : ,
cc :
subject : wc 534 revision effective 6 / 7 / 00 ( stingray p / l )
please see the attached change to west cameron 534 to be effective 6 / 7 / 00 .
thanks ,
steve
- wc 534 reveffo 60700 . xls",0
43,ham,"Subject: re : misc . questions
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 22 / 99 08 : 19
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 21 / 99 08 : 06 : 49 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : re : misc . questions
questions :
1 . at agua dulce , which pipe can the gp plant go into ? can it go into hpl ?
2 . do you have nom forms for any plant nominations we may need ?
3 . for gemc , is the tejas plant at thompsonville ? do you know how any of
those points tie into hpl ?
4 . do you have avails for mops production ? the gas that is transported to
tivoli - - what contract do you use ?
5 . for kerr mcgee , do you have the entex contacts you speak with ?
6 . is there a waskom nom form ? with whom do you speak over there ?
7 . for the avails sheet you sent , the first row of column titles is blacked
out . can you tell me what the row reads ?
8 . what volumes will come from koch gathering into carthage for next month ?
we show conflicting numbers .
thanks ,
ami
713 / 853 - 9272
here goes . . .
1 . i know tennessee , hpl , and tejas are at the tailgate of the plant , and i
suspect midcon texas is there as well .
2 . i ' ll fax you a copy of the nomination form that steve locke uses for agua
dulce and carthage . . . those are the only ones in texas that we nominate .
3 . the tejas plant as well as all of the other gulf energy receipt points
from
pennzenergy are exclusively tejas / gulf energy points , and it takes transport
charges to move the gas through gulf energy to interconnects , such as
thompsonville . the jennings plant does have a split connect with delhi , but
operationally pennzenergy much prefers to flow into gulf energy ( lower
pressure
= higher volumes ) .
4 . mustang island 759 for january is again 1 , 903 mmbtu / d , which peoples will
pick up at the wellhead . mustang island 785 is 4 , 100 / d , which leaves 2 , 200 / d
available to sell assuming we continue to transport 1 , 895 / d to fgt / tivoli for
peoples . our it agreement on nng is # 78581 to move gas from the wellhead to
onshore .
5 . the tomcat gas has been sold to entex into midcon texas for so long that i
don ' t think maria even talks to them anymore each month . tammi provides them
with the volume when she does the deal each month . but we can certainly
provide an entex contact if the gas is sold to them again in january .
6 . there isn ' t a waskom nomination form . the trader for this gas , mike
landolt , talks to ben britten ( president of new waskom gas gathering and
waskom
gas marketing ) .
7 . you must be referring to the page of offshore avails that begins with
sabine pass 13 . the 6 columns that appear blacked out read as follows : pvr ,
pvr , avail , dbq , dbq , and remainder .
8 . the koch - gathered volumes behind the carthage plant for 1 / 00 are 12 , 443
mmbtu / d .
david
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 22 / 99 08 : 19
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 21 / 99 08 : 20 : 28 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : re : more questions
1 . at carthage , the deliveries to koch ? what is that 15000 on your
whiteboard for . who is it to ? are the volumes termed up ?
2 . at midcon texas , you usually sell all the supply to its marketing
affiliate , correct ? is so , is that gas termed up or do you sell it month to
month ?
3 . is the gas to entex off tomcat sold as base or swing ? don ' t they change
the volume occasionally ? has anadarko given you any avails for jan ?
round 2 :
1 . the 15 , 000 @ carthage for koch is an estimate of what we anticipate we
will
want to sell into koch . . . and it shows up on the koch whiteboard as a supply
( from carthage ) . during bidweek the traders will decide how much they
actually
want to show going to koch , and how much will be labeled base and swing . mike
landolt has been our sole koch trader and he typically takes some carthage gas
into koch , but i wouldn ' t say a particular volume is termed - up .
2 . other than very rarely shippling the jennings ranch volume over to ngpl ,
we ' ve always sold all of the midcon texas volumes to the affiliate . . .
currently done one month at a time . john hymel has been the trader for these
volumes .
3 . the entex sale @ tomcat has always been gas daily because that is the way
kerr - mcgee prices the supply . . . and entex has taken all the swings . the
january volume is 2 , 312 / d .
david
p . s . i still don ' t know my schedule for wednesday . . . everyone who is being
asked to work transition is meeting individually with management on wednesday
and the schedules haven ' t been provided yet . as soon as i know more i ' ll let
you know , but i ' ll understand if you make other lunch arrangements .",0
